2017-11-08T09:49:09.500Z,33.487,-116.7891667,4.93,0.32,28,ci38039048,"9km NE of Aguanga, CA",0.19,0.65,0.115,6
2017-11-08T09:39:02.050Z,37.6053352,-118.8228302,3.63,2.08,22,nc72920986,"14km ESE of Mammoth Lakes, California",0.24,0.32,0.17,19
2017-11-08T09:33:01.130Z,36.6523,-116.2662,6.9,1,25,nn00611853,"52km ESE of Beatty, Nevada",,1,0.28,16
2017-11-08T09:10:56.670Z,37.6096649,-118.8218307,2.7,0.85,8,nc72920951,"13km ESE of Mammoth Lakes, California",1.47,1.21,0.2,7
2017-11-08T09:05:03.390Z,33.9476667,-117.232,10.69,0.71,38,ci38039040,"2km N of Moreno Valley, CA",0.23,0.44,0.179,13
2017-11-08T09:04:06.329Z,60.1271,-141.0554,24.6,1.7,,ak17170357,"76km E of Cape Yakataga, Alaska",,0.3,,
2017-11-08T09:01:08.840Z,33.5041667,-116.5038333,14.61,0.09,21,ci38039032,"17km ESE of Anza, CA",0.36,0.5,0.099,5
2017-11-08T09:00:05.210Z,38.3962,-118.3815,2,1.3,12,nn00611850,"25km SE of Hawthorne, Nevada",,,,
2017-11-08T08:48:43.411Z,59.0541,-150.1919,13.9,2.1,,ak17170288,"98km SE of Fritz Creek, Alaska",,0.6,,
2017-11-08T08:44:32.210Z,36.831501,-121.4076691,8.62,2.35,51,nc72920916,"2km SSW of Hollister, California",0.17,0.43,0.14,44
2017-11-08T08:40:23.010Z,37.5999985,-118.8160019,3.61,0.96,9,nc72920901,"14km ESE of Mammoth Lakes, California",2.07,0.81,0.1,8
2017-11-08T08:36:35.660Z,37.6028328,-118.821167,3.43,1.33,14,nc72920891,"14km ESE of Mammoth Lakes, California",0.58,0.46,0.15,10
2017-11-08T08:22:01.260Z,59.3529,-150.8535,35.9,2,,ak17170284,"49km SSE of Fritz Creek, Alaska",,0.7,,
2017-11-08T08:16:27.400Z,33.5001667,-116.7928333,5.21,0.63,33,ci38039024,"9km NE of Aguanga, CA",0.23,1,0.156,23
2017-11-08T08:14:21.340Z,37.6028328,-118.8201675,3.42,1.21,14,nc72920866,"14km ESE of Mammoth Lakes, California",0.35,0.59,0.12,13
2017-11-08T08:12:07.740Z,37.6040001,-118.8209991,3.71,0.91,12,nc72920861,"14km ESE of Mammoth Lakes, California",0.31,0.67,0.08,11
2017-11-08T08:10:51.647Z,62.9557,-148.613,4.1,1.1,,ak17170281,"51km SSE of Cantwell, Alaska",,0.5,,
2017-11-08T08:07:19.690Z,37.6026649,-118.8201675,3.7,2.56,30,nc72920851,"14km ESE of Mammoth Lakes, California",0.24,0.36,0.18,24
2017-11-08T08:04:41.510Z,37.605835,-118.8216629,3.46,2.9,30,nc72920846,"14km ESE of Mammoth Lakes, California",0.25,0.33,0.435,8
2017-11-08T08:04:07.210Z,33.4906667,-116.7866667,4.77,0.3,29,ci38038992,"9km NE of Aguanga, CA",0.15,0.25,0.143,5
2017-11-08T08:00:49.111Z,60.0658,-141.1096,2.2,1.6,,ak17170279,"73km E of Cape Yakataga, Alaska",,0.5,,
2017-11-08T07:54:42.340Z,-21.6729,168.5309,10.99,5,,us2000bk9j,"68km ESE of Tadine, New Caledonia",5.5,4.4,0.093,37
2017-11-08T07:47:32.210Z,38.8318329,-122.8473358,1.4,0.76,9,nc72920836,"9km NW of The Geysers, California",0.37,0.65,0.23,2
2017-11-08T07:44:55.170Z,33.2253333,-116.7385,11.35,0.96,41,ci38038976,"3km SE of Lake Henshaw, CA",0.24,0.54,0.122,25
2017-11-08T07:43:01.570Z,36.8207,-117.5983,7,1.2,11,nn00611835,"47km ENE of Lone Pine, California",,,,
2017-11-08T07:35:11.460Z,-21.8611,-179.4282,582.59,5.7,,us2000bk9d,"153km SSW of Ndoi Island, Fiji",9.6,6.3,0.068,21
2017-11-08T07:32:23.960Z,38.822834,-122.8436661,1.99,0.57,8,nc72920826,"9km NW of The Geysers, California",1.02,0.79,,1
2017-11-08T07:27:53.310Z,38.7903328,-122.7508316,1.93,1.21,12,nc72920821,"1km NNE of The Geysers, California",0.32,0.86,0.14,4
2017-11-08T07:23:21.810Z,6.2792,125.9819,120.42,5,,us2000bk9c,"21km SW of Surup, Philippines",8.8,6.8,0.084,45
2017-11-08T07:00:06.450Z,64.869,-148.667,16.3,0.8,,ak17170173,"31km W of Ester, Alaska",,0.3,,
2017-11-08T06:49:11.849Z,64.8632,-148.6255,15.8,3.6,,ak17170154,"29km W of Ester, Alaska",,0.1,,
2017-11-08T06:46:32.080Z,38.8395004,-122.786499,0.5,0.61,7,nc72920816,"5km WNW of Cobb, California",0.33,1.1,0.28,3
2017-11-08T06:43:34.148Z,60.4469,-143.1723,12.2,1.6,,ak17170151,"59km NW of Cape Yakataga, Alaska",,0.2,,
2017-11-08T06:37:05.921Z,64.6261,-148.21,0.1,0.2,,ak17170150,"26km SSW of Ester, Alaska",,1,,
2017-11-08T06:35:07.090Z,33.4933333,-116.7925,4.04,0.89,40,ci38038960,"9km NE of Aguanga, CA",0.18,0.42,0.119,26
2017-11-08T06:32:14.070Z,35.2335,-97.7549,5,2.5,,us2000bk96,"8km SE of Tuttle, Oklahoma",1.8,1.3,0.075,46
2017-11-08T06:26:50.396Z,58.5266,-154.0198,77.4,1.5,,ak17170149,"109km N of Larsen Bay, Alaska",,1.2,,
2017-11-08T05:48:23.760Z,39.5074997,-122.0778351,30.03,1.8,6,nc72920776,"10km E of Willows, California",2.05,16.93,0.34,3
2017-11-08T05:17:08.370Z,33.2236667,-116.7503333,10.39,2.7,111,ci38038944,"2km SSE of Lake Henshaw, CA",0.13,0.28,0.15,156
2017-11-08T05:09:49.069Z,63.5569,-147.4307,13.8,1.6,,ak17170146,"77km ENE of Cantwell, Alaska",,0.3,,
2017-11-08T04:59:59.893Z,40.7237,-119.3483,6.9,0.8,5,nn00611868,"16km N of Gerlach-Empire, Nevada",,9.8,0,1
2017-11-08T04:50:38.307Z,61.5209,-146.5803,33.7,1.6,,ak17170143,"45km NNW of Valdez, Alaska",,0.2,,
2017-11-08T04:17:56.510Z,38.7888336,-122.7623367,1.12,1.66,18,nc72920721,"1km NNW of The Geysers, California",0.27,0.49,0.1,7
2017-11-08T04:13:00.830Z,46.9438333,-112.5661667,13.46,1.32,11,mb80268704,"8km E of Lincoln, Montana",0.66,0.43,0.106,2
2017-11-08T04:08:13.310Z,37.0854988,-121.8838348,9.24,1.8,6,nc72920711,"5km NNW of Day Valley, California",0.61,1.29,0.19,10
2017-11-08T03:38:29.552Z,63.0896,-151.4636,8.6,2.6,,ak17170130,"109km NW of Talkeetna, Alaska",,0.3,,
2017-11-08T03:38:13.733Z,60.1782,-151.0002,45.8,1.9,,ak17170128,"27km SE of Cohoe, Alaska",,1.2,,
2017-11-08T03:34:35.770Z,33.5138333,-116.7963333,5.03,0.29,19,ci38038936,"10km NE of Aguanga, CA",0.24,0.88,0.184,9
2017-11-08T03:31:23.184Z,37.2106,-117.8671,7.1,0.9,16,nn00611828,"37km E of Big Pine, California",,2.5,0.29,8
2017-11-08T03:18:56.610Z,33.6683333,-116.7368333,14.09,1.1,47,ci38038928,"8km SSW of Idyllwild, CA",0.22,0.36,0.17,25
2017-11-08T02:55:51.470Z,38.3909,-119.3095,7.4,1.1,10,nn00611825,"16km NNW of Bridgeport, California",,3.3,0.24,4
2017-11-08T02:52:18.560Z,33.4923333,-116.4866667,11.02,0.84,31,ci38038904,"19km ESE of Anza, CA",0.27,0.54,0.154,23
2017-11-08T02:29:07.440Z,35.9285,-117.9553333,2.71,0.8,10,ci38038896,"4km WSW of Little Lake, CA",0.31,1.99,0.238,7
2017-11-08T02:19:48.140Z,36.5569992,-121.0674973,8.54,2.1,16,nc72920691,"27km ENE of Soledad, California",0.42,0.99,0.24,19
2017-11-08T02:01:43.490Z,35.2245,-97.8047,9.25,2.1,,us2000bk7z,"7km S of Tuttle, Oklahoma",1.5,7.5,0.295,3
2017-11-08T02:00:05.950Z,33.0256667,-116.4293333,3.02,0.81,19,ci38038888,"17km ESE of Julian, CA",0.43,1.63,0.149,14
2017-11-08T01:49:02.330Z,33.486,-116.7936667,4.15,1.8,74,ci38038880,"8km NE of Aguanga, CA",0.18,0.49,0.151,26
2017-11-08T01:37:35.216Z,36.6563,-116.2696,7,0.4,21,nn00611824,"51km ESE of Beatty, Nevada",,1,0.22,13
2017-11-08T01:29:34.965Z,64.0451,-148.874,0.3,2,,ak17170052,"21km NNE of Healy, Alaska",,0.6,,
2017-11-08T01:29:34.279Z,63.9847,-148.7186,7.2,1.7,,ak17170055,"18km NE of Healy, Alaska",,0.5,,
2017-11-08T01:13:44.320Z,36.0238333,-117.7703333,1.6,1.92,25,ci38038864,"16km NE of Little Lake, CA",0.14,0.19,0.201,26
2017-11-08T01:13:09.660Z,37.5936661,-118.966835,1.46,1.24,11,nc72920671,"6km S of Mammoth Lakes, California",1.36,1.17,0.13,15
2017-11-08T01:00:40.238Z,63.4162,-147.3294,13.9,0.9,,ak17170050,"81km E of Cantwell, Alaska",,1.3,,
2017-11-08T00:54:34.289Z,58.0841,-139.0847,0.1,3.3,,ak17170043,"167km SSE of Yakutat, Alaska",,0.7,,
2017-11-08T00:52:42.480Z,33.2223333,-116.749,11.52,2.11,77,ci38038856,"2km SSE of Lake Henshaw, CA",0.14,0.4,0.167,25
2017-11-08T00:33:00.380Z,37.6021652,-118.8171692,2.87,0.96,10,nc72920656,"14km ESE of Mammoth Lakes, California",0.38,1.02,0.17,9
2017-11-08T00:31:08.990Z,18.3121,-66.056,25,2.6,3,pr2017312000,"6km SW of Trujillo Alto, Puerto Rico",3.97,20.86,0.43,2
2017-11-08T00:30:38.940Z,37.6086667,-118.8333333,2.68,0.48,11,nc72920661,"13km ESE of Mammoth Lakes, California",0.71,0.94,0.173,9
2017-11-08T00:27:29.220Z,35.044,-117.6743333,-0.82,1.35,17,ci38038840,"5km NNW of Boron, CA",0.44,31.61,0.154,16
2017-11-08T00:16:01.230Z,38.838501,-122.8303299,1.3,0.9,12,nc72920651,"9km W of Cobb, California",0.33,0.43,0.09,5
2017-11-08T00:06:17.240Z,37.5586667,-121.697,3.34,0.98,16,nc72920646,"15km SSE of Livermore, California",0.26,0.76,0.172,15
2017-11-08T00:03:52.403Z,65.0064,-147.1941,0,1.3,,ak17169982,"28km NE of Badger, Alaska",,25.9,,
2017-11-07T23:55:17.355Z,38.3684,-118.8949,10.7,0.5,6,nn00611819,"29km SW of Hawthorne, Nevada",,7.2,0.3,4
2017-11-07T23:48:42.920Z,33.5031667,-116.7613333,9.75,0.01,12,ci38038816,"10km SW of Anza, CA",0.32,0.56,0.101,7
2017-11-07T23:19:57.847Z,38.3981,-118.8935,14.6,1,7,nn00611810,"27km WSW of Hawthorne, Nevada",,3.6,0.5,4
2017-11-07T23:13:25.339Z,62.1833,-150.2588,1.1,2.3,,ak17169934,"17km SSW of Talkeetna, Alaska",,0.3,,
2017-11-07T23:12:34.660Z,37.6533318,-118.8560028,5.16,2,34,nc72920636,"10km E of Mammoth Lakes, California",0.23,0.34,0.31,30
2017-11-07T23:04:47.260Z,19.1875,-155.6868333,11.352,1.3,9,hv61969816,"15km NNE of Hawaiian Ocean View, Hawaii",0.94,1.66,0.104,5
2017-11-07T23:01:30.560Z,18.6401,-66.9628,33,2.45,8,pr2017311002,"16km NNE of Isabela, Puerto Rico",1.07,1.85,0.37,7
2017-11-07T22:48:30.610Z,33.4961667,-116.7901667,4.85,0.83,30,ci38038784,"9km NE of Aguanga, CA",0.14,0.45,0.101,20
2017-11-07T22:47:57.090Z,38.8253326,-122.7968369,-0.87,0.55,5,nc72920621,"6km W of Cobb, California",0.49,2.33,,1
2017-11-07T22:42:53.910Z,35.9256668,-120.4725037,4.35,1.8,30,nc72920616,"25km SSW of Coalinga, California",0.21,0.37,0.24,18
2017-11-07T22:35:19.970Z,39.7936668,-122.6796646,11.6,2.5,14,nc72920611,"34km SW of Rancho Tehama Reserve, California",0.44,0.52,0.12,19
2017-11-07T22:33:44.250Z,59.6801,-136.8148,0,2.5,,ak17169910,"88km WNW of Skagway, Alaska",,0.3,,
2017-11-07T22:23:48.170Z,37.659,-118.858,2.63,0.33,9,nc72920606,"10km E of Mammoth Lakes, California",0.59,0.64,0.042,6
2017-11-07T22:23:09.200Z,37.6086667,-118.8306667,1.9,0.53,8,nc72920601,"13km ESE of Mammoth Lakes, California",1.05,1.63,0.158,7
2017-11-07T22:20:28.800Z,37.61,-118.8235,2.81,0.29,8,nc72920596,"13km ESE of Mammoth Lakes, California",0.58,0.93,0.135,6
2017-11-07T22:16:40.110Z,45.0836667,-110.3945,14.17,0.94,13,uu60256692,"65km SSE of Livingston, Montana",0.6,2.43,0.254,7
2017-11-07T22:12:46.380Z,37.4958333,-118.8645,2.41,0.79,12,nc72920591,"19km SSE of Mammoth Lakes, California",0.63,2.9,0.196,12
2017-11-07T22:02:20.430Z,43.3526667,-111.072,-1.38,1.42,6,mb80268674,"22km SW of Wilson, Wyoming",1.43,1.2,0.263,3
2017-11-07T22:02:01.966Z,60.1464,-140.6753,1.3,2,,ak17169868,"85km NW of Yakutat, Alaska",,0.3,,
2017-11-07T21:52:29.040Z,35.7605,-84.1596667,15.78,1.99,9,se60183002,"9km ESE of Lenoir City, Tennessee",1.23,0.65,0.144,6
2017-11-07T21:47:26.110Z,0.0136,123.4247,142.1,4.8,,us2000bk2v,"46km SSE of Bilungala, Indonesia",8.2,8.3,0.109,26
2017-11-07T21:33:30.020Z,33.509,-116.5625,13.57,0.27,13,ci38038736,"12km ESE of Anza, CA",0.29,0.35,0.083,7
2017-11-07T21:26:38.070Z,-4.2272,143.4798,107.37,6.5,,us2000bk15,"67km WSW of Angoram, Papua New Guinea",7.3,6,0.065,23
2017-11-07T21:17:19.400Z,-20.4964,-178.4955,620.82,4.5,,us2000bk11,"27km NE of Ndoi Island, Fiji",14.2,7,0.077,49
2017-11-07T21:06:37.520Z,64.9747,-147.8104,11.1,0.1,,ak17169793,"13km N of College, Alaska",,0.6,,
2017-11-07T20:58:09.810Z,37.3941667,-118.4525,9.38,0.89,11,nc72920576,"3km WNW of Dixon Lane-Meadow Creek, California",0.5,1.49,0.119,10
2017-11-07T20:58:04.791Z,58.1808,-155.3494,5,0.3,,ak17169791,"95km SE of King Salmon, Alaska",,0,,
2017-11-07T20:53:14.100Z,34.592,-117.1185,-1.09,1.43,12,ci38038696,"12km NNE of Apple Valley, CA",0.71,31.61,0.092,11
2017-11-07T20:48:58.507Z,38.6308,-119.7485,9.8,1.6,9,nn00611799,"28km S of Gardnerville Ranchos, Nevada",,2.8,0,1
2017-11-07T20:44:57.050Z,37.4681667,-118.837,3.94,0.57,11,nc72920571,"23km SSE of Mammoth Lakes, California",0.63,4.62,0.116,11
2017-11-07T20:44:51.760Z,38.8171654,-122.8119965,3.17,0.76,9,nc72920566,"6km NW of The Geysers, California",0.32,0.83,0.16,2
2017-11-07T20:27:27.570Z,33.8546667,-117.4873333,-0.49,1.35,48,ci38038664,"4km SE of Home Gardens, CA",0.3,31.61,0.137,31
2017-11-07T20:20:05.035Z,60.272,-141.6488,0,2,,ak17169754,"49km ENE of Cape Yakataga, Alaska",,0.3,,
2017-11-07T20:12:38.448Z,37.1323,-116.6161,4.3,-0.1,8,nn00611798,"27km NNE of Beatty, Nevada",,4.3,0.3,6
2017-11-07T20:10:33.513Z,38.3832,-118.8903,9.8,1,10,nn00611795,"28km SW of Hawthorne, Nevada",,2.8,0.42,5
2017-11-07T20:09:49.320Z,33.4658333,-116.4655,7.32,1.94,75,ci38038648,"22km ESE of Anza, CA",0.14,0.4,0.17,26
2017-11-07T20:08:38.028Z,60.2348,-141.6789,0,1.9,,ak17169749,"45km ENE of Cape Yakataga, Alaska",,0.3,,
2017-11-07T20:06:17.980Z,45.0165,-122.6905,-0.3,1.84,18,uw61350006,"7km E of Silverton, Oregon",1.14,31.61,0.235,14
2017-11-07T20:04:26.939Z,58.2008,-151.5129,27.5,2.2,,ak17169748,"69km NE of Kodiak, Alaska",,0.3,,
2017-11-07T19:59:39.720Z,33.4906667,-116.7901667,4.35,0.49,21,ci38038632,"9km NE of Aguanga, CA",0.22,0.31,0.089,13
2017-11-07T19:41:23.890Z,33.3343333,-116.3788333,10.89,0.67,21,ci38038616,"9km N of Borrego Springs, CA",0.24,0.43,0.114,14
2017-11-07T19:39:14.308Z,59.8652,-136.7248,0,2.2,,ak17169746,"91km WNW of Skagway, Alaska",,0.3,,
2017-11-07T19:25:50.240Z,46.9061667,-112.7431667,14.82,0.54,8,mb80268639,"7km SW of Lincoln, Montana",0.45,0.54,0.4,3
2017-11-07T19:14:42.630Z,46.9066667,-112.517,12.9,1.51,10,mb80268634,"13km ESE of Lincoln, Montana",0.37,1.42,0.09,2
2017-11-07T19:11:41.080Z,36.8873329,-121.6133347,1.54,2.19,14,nc72920546,"2km E of Aromas, California",0.34,0.46,0.27,8
2017-11-07T19:09:31.180Z,46.9033333,-112.5111667,12.07,1.24,6,mb80268629,"14km ESE of Lincoln, Montana",0.65,1.47,0.138,2
2017-11-07T19:06:41.890Z,30.245,87.4429,10.25,4.6,,us2000bjyl,"115km NNE of Ngamring, China",6.9,4.5,0.064,73
2017-11-07T19:05:19.510Z,36.4366684,-121.0176697,5.02,2.05,15,nc72920541,"24km ENE of Greenfield, California",0.33,0.55,0.33,9
2017-11-07T19:00:35.320Z,36.4129982,-121.043335,1.97,1.82,13,nc72920536,"20km ENE of Greenfield, California",0.59,0.79,0.29,10
2017-11-07T18:58:50.590Z,29.4154,66.4481,16.42,5,,us2000bjyb,"44km ESE of Nushki, Pakistan",8.5,4.1,0.052,119
2017-11-07T18:57:40.340Z,46.322,-111.595,-2,1.37,10,mb80268624,"5km W of Townsend, Montana",1.46,31.61,0.511,2
2017-11-07T18:56:11.610Z,46.1978333,-122.1773333,4.24,0.63,9,uw61349986,"38km NNE of Amboy, Washington",0.5,1.65,0.074,5
2017-11-07T18:55:37.320Z,46.202,-122.1828333,3.75,1.07,16,uw61349981,"38km NNE of Amboy, Washington",0.38,0.95,0.262,12
2017-11-07T18:53:58.340Z,36.4358333,-121.0146667,5.48,2.36,63,nc72920531,"24km ENE of Greenfield, California",0.12,0.25,0.183,66
2017-11-07T18:48:15.120Z,37.6216667,-118.8495,4.11,0.44,7,nc72920526,"11km ESE of Mammoth Lakes, California",2.71,1.03,0.129,6
2017-11-07T18:40:54.920Z,36.5563316,-121.0683365,7.7,2.21,20,nc72920516,"27km ENE of Soledad, California",0.3,0.8,0.27,18
2017-11-07T17:52:46.812Z,38.4179,-118.9046,0,0.4,5,nn00611777,"27km WSW of Hawthorne, Nevada",,0,0.22,3
2017-11-07T17:47:17.259Z,60.0255,-151.4058,49.7,1.8,,ak17169571,"32km N of Fritz Creek, Alaska",,1.2,,
2017-11-07T17:42:01.450Z,46.8655,-112.5311667,12.69,1.76,15,mb80268619,"15km SE of Lincoln, Montana",0.31,0.93,0.125,2
2017-11-07T17:27:38.830Z,34.024,-117.1271667,4.22,1.04,16,ci38038552,"5km S of Mentone, CA",0.37,0.44,0.118,18
2017-11-07T17:27:30.000Z,19.4163333,-155.4873333,13.39,1.34,35,hv61969601,"23km N of Pahala, Hawaii",0.39,0.61,0.155,17
2017-11-07T17:07:51.269Z,36.8283,-114.4978,2.6,0.1,5,nn00611793,"18km NNE of Moapa Town, Nevada",,5.8,0.06,2
2017-11-07T17:01:51.450Z,33.4961667,-116.7903333,5.25,0.34,15,ci38038504,"9km NE of Aguanga, CA",0.23,0.62,0.129,10
2017-11-07T16:56:07.731Z,36.7318,-116.2654,7.2,-0.3,4,nn00611784,"48km ESE of Beatty, Nevada",,3.9,0.03,2
2017-11-07T16:42:12.019Z,59.8835,-136.7626,2.8,1.3,,ak17169537,"94km WNW of Skagway, Alaska",,0.9,,
2017-11-07T16:28:46.540Z,39.5913,73.6614,51.06,4.7,,us2000bjuv,"38km ESE of Sary-Tash, Kyrgyzstan",6.7,7.3,0.052,111
2017-11-07T16:13:17.010Z,33.4948333,-116.7888333,5.26,0.58,22,ci37805791,"9km NE of Aguanga, CA",0.18,0.55,0.063,6
2017-11-07T16:11:29.150Z,42.5853333,-111.4136667,0.99,2.2,17,uu60256652,"17km ESE of Soda Springs, Idaho",0.61,6.72,0.189,4
2017-11-07T16:08:41.417Z,61.8305,-149.8578,41.9,1.6,,ak17169511,"13km NE of Willow, Alaska",,0.9,,
2017-11-07T16:01:39.180Z,42.6225,-111.431,-0.78,1.3,9,uu60256647,"14km ESE of Soda Springs, Idaho",0.84,2.4,0.039,2
2017-11-07T16:00:27.763Z,62.2006,-150.0815,18.2,1.7,,ak17169508,"12km WNW of Y, Alaska",,0.2,,
2017-11-07T16:00:04.650Z,-21.1553,-68.6581,106.57,4.5,,us2000bjuc,"147km N of Calama, Chile",5.2,7.2,0.113,25
2017-11-07T15:59:12.390Z,46.8985,-112.5165,12.61,1.31,11,mb80268609,"14km ESE of Lincoln, Montana",0.37,0.55,0.19,2
2017-11-07T15:53:42.170Z,38.8203316,-122.8111649,2.68,1.68,26,nc72920496,"6km NW of The Geysers, California",0.24,0.41,0.05,8
2017-11-07T15:39:49.260Z,33.5111667,-116.791,5.91,0.2,15,ci37805775,"10km NE of Aguanga, CA",0.21,0.66,0.106,8
2017-11-07T15:34:03.020Z,15.6661,-93.8075,23.37,4.2,,us2000bjue,"36km SW of Tres Picos, Mexico",11.6,9,0.089,35
2017-11-07T15:09:15.226Z,37.5667,-117.9599,0,-0.1,4,nn00611776,"44km ENE of Bishop, California",,0,0,1
2017-11-07T15:07:22.410Z,33.9231667,-116.779,8.44,0.96,29,ci37805743,"1km NE of Cabazon, CA",0.15,0.69,0.105,9
2017-11-07T15:05:30.160Z,33.5086667,-116.4445,7.79,0.53,18,ci37805735,"21km SW of La Quinta, CA",0.32,0.78,0.093,13
2017-11-07T14:57:22.240Z,38.8236656,-122.7976685,2.45,0.98,10,nc72920491,"6km W of Cobb, California",0.31,0.59,0.09,3
2017-11-07T14:53:04.698Z,62.7423,-149.8308,12.9,1.6,,ak17169483,"48km NNE of Talkeetna, Alaska",,0.4,,
2017-11-07T14:51:27.430Z,46.8728333,-121.9355,4.86,0.97,12,uw61349936,"25km E of Eatonville, Washington",0.38,0.81,0.102,8
